Scenario_ID,Difficulty,Scenario_Description,Question_ID,Question_Text,Character,Innocent_Answer,Guilty_Answer
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Tutor,My apartment’s tidy. Go ahead.,My hard drive crashed. Lost all files.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Lawyer,Theft was the motive. Murder was cover-up.,Marco hid it. He didn’t trust anyone.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Delivery Man,Someone stole it to sell on the black market.,It’s worthless. A decoy.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Doctor,The oil was poisoned. Marco found out.,The ‘oil’ was a code name for something else.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Bystander,Dramatic chefs love theatrics. It’s a red herring.,The killer took it as a trophy.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Old Man,That oil was mine. He stole it first.,It’s still in the freezer. Hidden in the walls.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Bartender,It’s in a cocktail somewhere. Marco’s last joke.,The ‘oil’ was a flash drive. Marco talked too much.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Electrician,The bottle was used to smuggle something.,It’s in the ducts. I ‘fixed’ them recently.
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Taxi Driver,Some foodie paid big for it.,It’s in my glovebox. Kidding. Or am I?
Medium 2,Medium,Same as above,Q9,What’s your theory about the missing truffle oil?,Tutor,The son took it. Sentimental value.,Marco gave it to me. But I ‘lost’ it.
Medium 3,Medium,"Socialite Evelyn Rothschild was pushed from a sabotaged balcony at a gala. Her bracelet was stolen, but cash left behind. Security footage glitched during the argument.",Q1,Where were you around 10:30 PM during the gala?,Lawyer,At the bar discussing a client’s donation—three witnesses.,I stepped outside for ‘air.’ Alone.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Delivery Man,Refilling the buffet—staff logs confirm.,I took a break in the alley. No cameras.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Doctor,Treating a guest’s allergic reaction—medical logs.,I was in the restroom. No one saw me.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Bystander,Dancing near the band—photos timestamped.,I ‘lost’ my phone. Can’t prove it.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Old Man,At the cigar lounge—regulars saw me.,The balcony view was... tempting.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Bartender,Mixing drinks—guests remember my cocktails.,I ‘tripped’ and spilled a tray. Distraction.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Electrician,Fixing a light in the ballroom—manager’s alibi.,I ‘checked’ the balcony’s wiring earlier.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Taxi Driver,Parked outside waiting for a fare—GPS logs.,My dashcam ‘failed’ for 20 minutes.
Medium 3,Medium,Same as above,Q1,Where were you around 10:30 PM during the gala?,Tutor,Chatting with the host about tutoring their kids.,I ‘slipped away’ to admire the art.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Lawyer,I’ve sued contractors for faulty work. I know the signs.,I’ve read engineering reports. Hypothetically.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Delivery Man,I tighten my truck’s bolts. That’s it.,My dad was a welder. Taught me tricks.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Doctor,"I set bones, not loosen bolts.",Anatomy includes leverage points. Just saying.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Bystander,I can barely hang a picture frame.,I watch home renovation shows. Educational.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Old Man,I built my own porch in ‘78.,A few stripped bolts never hurt anyone.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Bartender,I fix wobbly barstools. Different scale.,You learn things breaking up bar fights.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Electrician,"I work with conduits, not railings.",Give me five minutes and a screwdriver.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Taxi Driver,I change tires. Not my skill set.,I’ve jury-rigged a few things. Desperate times.
Medium 3,Medium,Same as above,Q2,Do you know how to tamper with balcony railings?,Tutor,"I teach literature, not physics.","Archimedes said, ‘Give me a lever.’ Just quoting."
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Lawyer,The bracelet’s untraceable. Cash has serial numbers.,Evelyn’s will leaves the bracelet to... someone specific.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Delivery Man,Bracelet’s flashier to sell on the black market.,The cash was a decoy. Too obvious.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Doctor,Sentimental value. The cash was irrelevant.,The bracelet’s diamonds could be... repurposed medically.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Bystander,"Maybe it was personal, not robbery.",The thief panicked. Grabbed what glittered.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Old Man,That bracelet was my wife’s. Evelyn ‘borrowed’ it.,Cash is crass. Diamonds are forever.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Bartender,Bracelet’s a status symbol. Cash is anonymous.,Ever tried fencing 10K? Risky.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Electrician,Diamonds conduct electricity. Niche market.,The bracelet’s clasp was... faulty. Convenient.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Taxi Driver,Easier to hide a bracelet in your pocket.,I’d never steal cash. Too low-class.
Medium 3,Medium,Same as above,Q3,Why would someone take the bracelet but leave the cash?,Tutor,The bracelet had an inscription. Incriminating.,The thief wanted to send a message.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Lawyer,The host was smoking there at 9 PM. Harmless.,A ‘handyman’ lingered. Didn’t recognize them.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Delivery Man,Waiters kept adjusting the curtains. Normal.,Someone dropped a screw. Pretended not to notice.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Doctor,A couple was arguing quietly. Not Evelyn.,The electrician ‘tested’ the railing. Odd timing.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Bystander,Photographers kept blocking the view.,A waiter ‘cleaned’ the railing. Too thoroughly.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Old Man,I saw Evelyn there alone at 10. Looked upset.,The bartender ‘tripped’ into the railing earlier.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Bartender,Guests leaned on it all night. Standard.,The lawyer ‘inspected’ it. Claimed vertigo.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Electrician,I warned the host about loose bolts days ago.,The tutor ‘admired the view’ for too long.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Taxi Driver,Valet guys kept going in and out.,The delivery man ‘delivered’ a toolbox. Late.
Medium 3,Medium,Same as above,Q4,Did you notice anyone near the balcony earlier?,Tutor,The host’s kids played near it. Reckless.,The doctor ‘checked’ the railing’s stability.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Lawyer,I handled her divorce. It was amicable.,She owed me legal fees. ‘Forgot’ to pay.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Delivery Man,Delivered her weekly flower arrangement.,She complained about ‘stolen’ packages. Lies.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Doctor,I treated her for migraines. Professional.,She fired me for ‘overcharging.’ Audits proved otherwise.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Bystander,We attended the same yoga class.,She got me kicked out of the club. Petty.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Old Man,Her late husband was my friend.,She cut me out of his will. After promising.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Bartender,She tipped well but was demanding.,She banned me from her events. Over a spilled drink.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Electrician,Installed her chandelier. Overcharged me.,She refused to pay for ‘unnecessary’ repairs.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Taxi Driver,Drove her twice. Rude both times.,She accused me of taking the scenic route. I did.
Medium 3,Medium,Same as above,Q5,What’s your relationship with Evelyn?,Tutor,Taught her niece. Evelyn was never around.,She promised me a gallery connection. Lied.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Lawyer,Corruption during automatic backup cycles. Common.,The host’s lawyer ‘reviewed’ the system earlier.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Delivery Man,Maybe a power surge?,The electrician ‘fixed’ the cameras pre-gala.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Doctor,EM interference from medical devices?,Someone used a jammer. Hypothetically.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Bystander,Tech fails all the time.,I saw someone unplug a router. ‘Accidentally.’
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Old Man,"In my day, we had guards, not cameras.",The system ‘coincidentally’ updated at 10:25.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Bartender,Alcohol and electronics don’t mix.,A ‘spilled’ drink fried the server. Oops.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Electrician,I’d need to inspect the DVR.,A magnet in the right place could do it.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Taxi Driver,Happens when storage is full.,I’ve driven tech guys. They brag about exploits.
Medium 3,Medium,Same as above,Q6,Can you explain the ‘glitched’ security footage?,Tutor,Corrupted files during wireless transfer.,A student once hacked the school’s cameras. Just saying.
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Lawyer,I’ve deposed experts on the topic.,A well-placed laser pointer can blind them.
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Delivery Man,I’ve unplugged my doorbell camera. That’s it.,A delivery box blocks the view. Temporarily.
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Doctor,Only if it’s a medical device.,Infrared overloads sensors. Theoretically.
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Bystander,I’ve seen it in movies. Spray paint?,A bright flashlight at the right angle...
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Old Man,I just smile for them.,"Back in my day, a hammer worked fine."
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Bartender,Our cameras ‘malfunction’ when the AC kicks on.,A cocktail umbrella blocks the lens. Briefly.
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Electrician,I’d reroute the wiring. Professionally.,Cut the backup power first. Standard procedure.
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Taxi Driver,I’ve driven guys who ‘fix’ cameras. Talkative.,A fuse ‘accidentally’ blows. Who knows?
Medium 3,Medium,Same as above,Q7,Would you know how to disable a security camera?,Tutor,I teach ethics. The irony.,A student’s science project could interfere.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Lawyer,The killer panicked and forgot it.,A ‘planted’ tool to frame someone.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Delivery Man,Maybe it fell out of a maintenance kit.,Wiped clean. No prints.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Doctor,It’s a common brand. Hard to trace.,The handle’s textured. Gloves would slip.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Bystander,Someone was framed. Obviously.,It’s a decoy. The real tool’s missing.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Old Man,Amateurs. I’d never leave evidence.,The screwdriver’s mine. But I ‘lost’ it weeks ago.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Bartender,Too many fingerprints to pin it.,It’s from my bar’s toolkit. ‘Borrowed.’
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Electrician,A cheap brand. Untraceable.,I ‘dropped’ it earlier. Convenient.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Taxi Driver,Probably stolen from a handyman’s car.,I keep one in my glovebox. Not anymore.
Medium 3,Medium,Same as above,Q8,Why was the screwdriver left behind?,Tutor,Overconfidence. A killer’s mistake.,It’s a common tutor tool. For... science projects.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Lawyer,Her ex-husband regains control of the trust fund.,Her ‘missing’ bracelet beneficiary. Guess who?
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Delivery Man,The charity inherits her estate.,The person who ‘found’ the bracelet first.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Doctor,Her clinic donations stop. No one wins.,Her plastic surgeon. She owed him six figures.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Bystander,Her sister takes over the gallery.,The host. Evelyn was blackmailing them.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Old Man,I do. She ‘borrowed’ my wife’s jewels.,The lawyer. He drafted a shady codicil.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Bartender,Her rival socialite takes her spot.,The waiter she fired. He’s the host’s nephew.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Electrician,No one. She stiffed everyone equally.,The delivery man. She blocked his promotion.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Taxi Driver,Her chauffeur gets unemployment.,The tutor. She ‘donated’ his stolen research.
Medium 3,Medium,Same as above,Q9,Who benefits most from Evelyn’s death?,Tutor,Her niece gets a larger inheritance.,The doctor. She knew about his malpractice.
Hard 1,Hard,"Tech billionaire Liam Arkwright was murdered via poisoned insulin pump. His AI security was disabled, and a research drive is missing. The killer needed insider knowledge.",Q1,Where were you between 12:00 AM and 2:00 AM?,Lawyer,At my office finalizing Arkwright’s will—IT logs show my workstation active.,I was en route to his home per his call. Arrived after the murder.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Delivery Man,Delivering medical supplies to the 24-hour clinic—GPS and recipient signatures.,My tracker glitched. I was ‘rerouted’ near Arkwright’s neighborhood.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Doctor,At the hospital administering TTX antidote trials—research team can confirm.,I left briefly to ‘check on a private patient.’ No records.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Bystander,Streaming a movie marathon—ISP logs and chat messages timestamped.,My VPN malfunctioned. No digital footprint for 73 minutes.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Old Man,Asleep with my medical alert pendant active—no triggers logged.,I take midnight walks. The cameras in my building are outdated.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Bartender,Closing the bar—staff and security footage confirm until 2:30 AM.,I ‘stepped out’ to handle a liquor delivery. Alone.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Electrician,Repairing emergency lights at the marina—work order and supervisor.,I was ‘called away’ to fix Arkwright’s gate. No paper trail.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Taxi Driver,Off-duty; my car was in the shop—mechanic’s invoice and Uber receipts.,I drove a ‘regular’ who pays cash. No app record.
Hard 1,Hard,Same as above,Q1,Where were you between 12:00 AM and 2:00 AM?,Tutor,Teaching an online class—Zoom recordings and student attendance.,My internet ‘dropped’ during office hours. Unreachable.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Lawyer,"I’d need his medical power of attorney, which I didn’t have.",His biometric unlock was tied to his will. I helped draft the clauses.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Delivery Man,"Zero clue. I deliver packages, not hack medical devices.",The clinic I delivered to earlier? They use the same pump model.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Doctor,"Hospital-grade override, but it leaves an audit trail.",A clinical trial I oversaw tested remote pump updates. Hypothetically.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Bystander,I’m not even sure what an insulin pump looks like.,I researched it after my diagnosis last year. Purely academic.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Old Man,Mine’s the older model. His was encrypted.,His assistant once asked me to ‘test’ his backup pump. Briefly.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Bartender,You’d need his phone or a doctor’s credentials.,A regular at my bar codes medical devices. We talk shop.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Electrician,"I wire buildings, not bodies.",The marina job involved a biotech lab. I picked up terminology.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Taxi Driver,"No idea. I drive cars, not troubleshoot tech.",A fare left a medical manual in my backseat. I skimmed it.
Hard 1,Hard,Same as above,Q2,How would you access Arkwright’s insulin pump?,Tutor,I teach literature. Biology isn’t my field.,A student’s thesis was on medical IoT vulnerabilities. Fascinating read.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Lawyer,Only with his biometrics or a court order.,The will included a ‘legacy protocol’ to bypass safeguards. My suggestion.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Delivery Man,I can barely reset my router.,The clinic’s security system uses the same vendor. I’ve seen the techs work.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Doctor,"I specialize in medicine, not cybersecurity.",The hospital’s AI runs on his software. I’ve seen the fail-safes.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Bystander,Not without triggering alarms.,I beta-tested his home app. There’s a debug mode.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Old Man,I still use a landline.,His system had a backdoor for ‘family.’ I’m listed as emergency contact.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Bartender,Our bar’s system is from the 90s.,A regular works for his security vendor. Drinks loosen tongues.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Electrician,"I could cut power, but backup generators would engage.",The marina job required disabling an AI firewall. Similar principles.
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Taxi Driver,I can’t even parallel park without sensors.,A fare explained how to jam signals. For ‘privacy.’
Hard 1,Hard,Same as above,Q3,Could you disable Arkwright’s AI security system?,Tutor,I can disable pop-up ads. That’s it.,A student demonstrated AI spoofing for a project. Hypothetically.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Lawyer,The AI algorithm was worth billions. Jewelry is traceable.,The drive contained incriminating data. I’d know—I filed the patents.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Delivery Man,Who steals research? Maybe it was misplaced.,The drive’s case is identical to our med delivery lockboxes. Easy swap.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Doctor,Intellectual property is harder to trace than gems.,The research could weaponize medical tech. I’ve warned against it.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Bystander,Blackmail material? I watch too many thrillers.,The drive’s encryption matched a password I’d seen him use.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Old Man,His will stipulates the research goes to his rival. My guess.,I recognized the drive’s casing. His late wife gave me one.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Bartender,Tech guys care more about code than cash.,A regular bid on that algorithm. Arkwright refused to sell.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Electrician,Data’s the new gold. Everyone knows that.,The drive’s serial matched one I’d ‘repaired’ last week.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Taxi Driver,No idea. Maybe it was personal.,A fare offered me six figures for ‘retrieval services.’ I declined.
Hard 1,Hard,Same as above,Q4,Why would someone take the research drive but leave valuables?,Tutor,His student claimed Arkwright stole their thesis.,The drive’s encryption key was in a poem I taught last semester.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Lawyer,I reviewed their liability waivers. Arkwright insisted on airtight clauses.,The lab’s director is my client. We discussed ‘supply chain risks.’
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Delivery Man,I deliver their lab supplies every Thursday.,The TTX shipment was ‘misplaced’ last month. Never found.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Doctor,I collaborated on their antidote trials.,The lab’s TTX purity logs were altered. I noticed during peer review.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Bystander,I took a tour once. Pretty fish.,My cousin works there. She mentioned ‘missing’ vials.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Old Man,I donated to their conservation fund.,Arkright’s TTX was a ‘gift’ to me. For pain management.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Bartender,They host fundraisers at my bar.,A researcher paid cash for silence. I didn’t ask why.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Electrician,I wired their quarantine tanks last year.,The lab’s freezer had a ‘malfunction.’ Coincidentally.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Taxi Driver,Drove a scientist home once. She tipped well.,A fare left a cooler in my trunk. It’s still there.
Hard 1,Hard,Same as above,Q5,What’s your connection to the marine lab that produced the TTX?,Tutor,I tutored their interns in scientific writing.,A student’s thesis cited TTX stability under insulin pump conditions.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Lawyer,"His biotech team, per the access logs I notarized.",The vault’s backup key was held by his lawyer. Me.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Delivery Man,No idea. I just drop stuff off.,The vault’s delivery slot fits our medical packages. Tested once.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Doctor,Only those with his genetic markers or a court order.,His medical records included a DNA sample. I accessed them legally.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Bystander,Sounds like sci-fi. I’m lost.,His housekeeper mentioned a ‘spare’ entry method. Wine and gossip.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Old Man,He stored my DNA decades ago for ‘family legacy’ projects.,The vault accepts saliva samples. I still have his toothbrush.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Bartender,Rich people stuff. Not my scene.,A regular joked about cloning Arkwright from a napkin. Ha.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Electrician,I’d need schematics to even guess.,The vault’s power supply is on a timed circuit. I installed it.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Taxi Driver,No clue. My car doesn’t even have GPS.,A fare bragged about bypassing DNA scanners. I tuned him out.
Hard 1,Hard,Same as above,Q6,Who else had access to Arkwright’s DNA vault?,Tutor,Biology isn’t my subject.,A student’s paper discussed epigenetic triggers in security systems.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Lawyer,He was litigating three patent infringements. Standard for him.,His ex-partner threatened him over the AI algorithm. I mediated.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Delivery Man,He yelled about a delayed package once. Normal rich-people stuff.,The clinic refused his insulin pump order. I ‘lost’ the paperwork.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Doctor,He opposed FDA regulations on AI-assisted medicine.,He sued my hospital for ‘stealing’ his research. Baseless.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Bystander,He argued with a guy at the gym about crypto.,His neighbor filed noise complaints. I witnessed one.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Old Man,He cut funding to my veterans’ charity. Petty.,We disagreed on his father’s estate. He reneged on promises.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Bartender,He banned a reporter from his events.,A regular claimed Arkwright ruined his startup. Vowed revenge.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Electrician,He refused to pay for emergency repairs. Claimed ‘sabotage.’,The marina job was his rival’s project. He tried to block it.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Taxi Driver,He stiffed me on a fare once.,A fare ranted about Arkwright stealing his invention. I ignored it.
Hard 1,Hard,Same as above,Q7,Did Arkwright have any recent disputes?,Tutor,His son plagiarized a paper. I flunked him.,A student’s parent accused him of intellectual theft. Violently.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Lawyer,The complexity suggests collaboration.,The will’s ‘legacy protocol’ required two signatures. Mine and his.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Delivery Man,Doubt it. Too many systems to hack.,The clinic’s delivery required dual authentication. I signed for a partner.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Doctor,TTX dosing requires medical precision.,The antidote trial data was accessed twice that night. By two logins.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Bystander,No way. This feels like a heist movie.,His housekeeper mentioned ‘two voices’ arguing. I brushed it off.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Old Man,I’ve seen conspiracies unfold. This reeks of teamwork.,The vault’s backup key was split. I have half. Someone has the rest.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Bartender,"Poison’s a solo act, but the tech stuff? Nah.",Two regulars were absent that night. Brothers in IT security.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Electrician,The AI system had dual failsafes. One person couldn’t bypass both.,The marina’s wiring job required two electricians. I vouched for my ‘apprentice.’
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Taxi Driver,I drive solo. Crime’s probably the same.,Two fares argued about ‘dividing shares’ that night. Odd phrasing.
Hard 1,Hard,Same as above,Q8,Could the killer have acted alone?,Tutor,Plagiarism takes two: the thief and the enabler.,Two students dropped my class after asking about AI ethics. Suspicious.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Lawyer,"His competitors, but the patents are ironclad.",The ex-partner he litigated against. The will’s ‘void’ clause benefits them.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Delivery Man,No idea. Maybe a rival company?,The clinic’s owner also runs a biotech firm. Competitor.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Doctor,"Humanity, if the tech was dangerous. My oath compels me to act.",The hospital’s research board. They’d monetize it ‘ethically.’
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Bystander,Someone who hates robots?,His neighbor’s startup was crushed by Arkwright’s patents.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Old Man,His father’s trust fund reverts if the research is ‘lost.’ I’m the executor.,The marine lab. Their funding was tied to his approval.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Bartender,The tech bros who buy rounds at my bar.,A regular’s hedge fund shorted Arkwright’s stock. Perfect timing.
